Species common name,nest_height,scientific_name,common_name
Purplish-mantled Tanager,NA,Iridosornis porphyrocephalus,Purplish-mantled Tanager
Purus Jacamar,5.35,Galbalcyrhynchus purusianus,Purus Jacamar
Puvel's Illadopsis,1,Illadopsis puveli,Puvel's Illadopsis
Pycroft's Petrel,NA,Pterodroma pycrofti,Pycroft's Petrel
Pygmy Antwren,9,Myrmotherula brachyura,Pygmy Antwren
Pygmy Batis,NA,Batis perkeo,Pygmy Batis
Pygmy Blue-flycatcher,NA,Ficedula hodgsoni,Pygmy Blue-flycatcher
Pygmy Bushtit,7,Psaltria exilis,Pygmy Bushtit
Pygmy Cormorant,NA,Microcarbo pygmaeus,Pygmy Cormorant
Pygmy Cuckoo-shrike,NA,Celebesica abbotti,Pygmy Cuckoo-shrike
Pygmy Cupwing,3.5,Pnoepyga pusilla,Pygmy Cupwing
Pygmy Eagle,NA,Hieraaetus weiskei,Pygmy Eagle
Pygmy Flowerpecker,NA,Dicaeum pygmaeum,Pygmy Flowerpecker
Pygmy Hanging-parrot,NA,Loriculus exilis,Pygmy Hanging-parrot
Pygmy Longbill,NA,Oedistoma pygmaeum,Pygmy Longbill
Pygmy Lorikeet,NA,Charmosyna wilhelminae,Pygmy Lorikeet
Pygmy Nightjar,0,Nyctipolus hirundinaceus,Pygmy Nightjar
Pygmy Nuthatch,11.65,Sitta pygmaea,Pygmy Nuthatch
Pygmy Sunbird,3.5,Hedydipna platura,Pygmy Sunbird
Pygmy Swift,NA,Tachornis furcata,Pygmy Swift
Pygmy Swiftlet,NA,Collocalia troglodytes,Pygmy Swiftlet
Pygmy White-eye,NA,Heleia squamifrons,Pygmy White-eye
Pyrrhuloxia,4.075,Cardinalis sinuatus,Pyrrhuloxia
Quail-plover,0,Ortyxelos meiffrenii,Quail-plover
Quailfinch Indigobird,NA,Vidua nigeriae,Quailfinch Indigobird
Quebracho Crested Tinamou,NA,Eudromia formosa,Quebracho Crested Tinamou
Quindio Jay,NA,Cyanolyca quindiuna,Quindio Jay
Rachel's Malimbe,14,Malimbus racheliae,Rachel's Malimbe
Racket-tailed Coquette,6,Discosura longicaudus,Racket-tailed Coquette
Racquet-tailed Roller,9.5,Coracias spatulatus,Racquet-tailed Roller
Racquet-tailed Treepie,4.5,Crypsirina temia,Racquet-tailed Treepie
Radde's Accentor,NA,Prunella ocularis,Radde's Accentor
Radde's Warbler,NA,Phylloscopus schwarzi,Radde's Warbler
Radjah Shelduck,NA,Radjah radjah,Radjah Shelduck
Raffles's Malkoha,4.5,Rhinortha chlorophaea,Raffles's Malkoha
Raggiana Bird-of-paradise,7.5,Paradisaea raggiana,Raggiana Bird-of-paradise
Raiatea Fruit-dove,NA,Ptilinopus chrysogaster,Raiatea Fruit-dove
Raiatea Parakeet,NA,Cyanoramphus ulietanus,Raiatea Parakeet
Raiatea Starling,NA,Aplonis ulietensis,Raiatea Starling
Rail-babbler,0.44999999999999996,Eupetes macrocerus,Rail-babbler
Raimondi's Yellow-finch,NA,Sicalis raimondii,Raimondi's Yellow-finch
Rain Quail,0,Coturnix coromandelica,Rain Quail
Rainbow Bee-eater,NA,Merops ornatus,Rainbow Bee-eater
Rainbow Lorikeet,18,Trichoglossus moluccanus,Rainbow Lorikeet
Rainbow Pitta,4.25,Pitta iris,Rainbow Pitta
Rainbow Starfrontlet,NA,Coeligena iris,Rainbow Starfrontlet
Rainbow-bearded Thornbill,10.5,Chalcostigma herrani,Rainbow-bearded Thornbill
Rajah Scops-owl,3.75,Otus brookii,Rajah Scops-owl
Rand's Sunbird,NA,Cinnyris idenburgi,Rand's Sunbird
Rand's Warbler,NA,Randia pseudozosterops,Rand's Warbler
Ranongga White-eye,NA,Zosterops splendidus,Ranongga White-eye
Rapa Fruit-dove,NA,Ptilinopus huttoni,Rapa Fruit-dove
Rarotonga Fruit-dove,NA,Ptilinopus rarotongensis,Rarotonga Fruit-dove
Rarotonga Monarch,NA,Pomarea dimidiata,Rarotonga Monarch
Rarotonga Starling,7,Aplonis cinerascens,Rarotonga Starling
Raso Lark,0,Alauda razae,Raso Lark
Ratchet-tailed Treepie,NA,Temnurus temnurus,Ratchet-tailed Treepie
Rattling Cisticola,0.8,Cisticola chiniana,Rattling Cisticola
Razor-billed Curassow,3.75,Mitu tuberosum,Razor-billed Curassow
Razorbill,NA,Alca torda,Razorbill
Recurve-billed Bushbird,NA,Clytoctantes alixii,Recurve-billed Bushbird
Red Avadavat,NA,Amandava amandava,Red Avadavat
Red Bird-of-paradise,NA,Paradisaea rubra,Red Bird-of-paradise
Red Crossbill,16.25,Loxia curvirostra,Red Crossbill
Red Fody,5.5,Foudia madagascariensis,Red Fody
Red Fox-sparrow,1.875,Passerella iliaca,Red Fox-sparrow
Red Goshawk,24,Erythrotriorchis radiatus,Red Goshawk
Red Junglefowl,NA,Gallus gallus,Red Junglefowl
Red Kite,NA,Milvus milvus,Red Kite
Red Knot,0,Calidris canutus,Red Knot
Red Lark,0,Calendulauda burra,Red Lark
Red Lory,NA,Eos bornea,Red Lory
Red Myzomela,NA,Myzomela cruentata,Red Myzomela
Red Phalarope,0,Phalaropus fulicarius,Red Phalarope
Red Rail,NA,Aphanapteryx bonasia,Red Rail
Red Satinbird,NA,Cnemophilus sanguineus,Red Satinbird
Red Sea Swallow,NA,Petrochelidon perdita,Red Sea Swallow
Red Shoveler,0,Spatula platalea,Red Shoveler
Red Siskin,17.5,Spinus cucullatus,Red Siskin
Red Spurfowl,0,Galloperdix spadicea,Red Spurfowl
Red Tanager,20.25,Piranga flava,Red Tanager
Red Turtle-dove,7,Streptopelia tranquebarica,Red Turtle-dove
Red Warbler,0,Cardellina rubra,Red Warbler
Red Wattlebird,15.33,Anthochaera carunculata,Red Wattlebird
Red Weaver,NA,Anaplectes jubaensis,Red Weaver
Red-and-black Grosbeak,NA,Caryothraustes erythromelas,Red-and-black Grosbeak
Red-and-black Thrush,NA,Geokichla mendeni,Red-and-black Thrush
Red-and-blue Lory,45,Eos histrio,Red-and-blue Lory
Red-and-green Macaw,NA,Ara chloropterus,Red-and-green Macaw
Red-and-white Antpitta,NA,Grallaria erythroleuca,Red-and-white Antpitta
Red-and-white Crake,1.975,Laterallus leucopyrrhus,Red-and-white Crake
Red-and-white Spinetail,NA,Certhiaxis mustelinus,Red-and-white Spinetail
Red-and-yellow Barbet,3,Trachyphonus erythrocephalus,Red-and-yellow Barbet
Red-backed Buttonquail,0,Turnix maculosus,Red-backed Buttonquail
Red-backed Fairy-wren,NA,Malurus melanocephalus,Red-backed Fairy-wren
Red-backed Kingfisher,15.2,Todiramphus pyrrhopygius,Red-backed Kingfisher
Red-backed Mousebird,5,Colius castanotus,Red-backed Mousebird
Red-backed Shrike,2.8,Lanius collurio,Red-backed Shrike
Red-backed Sierra-finch,0,Ephippiospingus dorsalis,Red-backed Sierra-finch
Red-backed Thrush,NA,Geokichla erythronota,Red-backed Thrush
Red-banded Flowerpecker,NA,Dicaeum eximium,Red-banded Flowerpecker
Red-banded Fruiteater,NA,Pipreola whitelyi,Red-banded Fruiteater
Red-bearded Bee-eater,NA,Nyctyornis amictus,Red-bearded Bee-eater
Red-bellied Fruit-dove,NA,Ptilinopus greyi,Red-bellied Fruit-dove
Red-bellied Grackle,12.8,Hypopyrrhus pyrohypogaster,Red-bellied Grackle
Red-bellied Macaw,NA,Orthopsittaca manilatus,Red-bellied Macaw
Red-bellied Malimbe,NA,Malimbus erythrogaster,Red-bellied Malimbe
Red-bellied Paradise-flycatcher,NA,Terpsiphone rufiventer,Red-bellied Paradise-flycatcher
Red-bellied Parrot,NA,Poicephalus rufiventris,Red-bellied Parrot
Red-bellied Woodpecker,15.75,Melanerpes carolinus,Red-bellied Woodpecker
Red-billed Blue Magpie,6,Urocissa erythroryncha,Red-billed Blue Magpie
Red-billed Brush-turkey,0,Talegalla cuvieri,Red-billed Brush-turkey
Red-billed Buffalo-weaver,9,Bubalornis niger,Red-billed Buffalo-weaver
Red-billed Chough,NA,Pyrrhocorax pyrrhocorax,Red-billed Chough
Red-billed Curassow,8,Crax blumenbachii,Red-billed Curassow
Red-billed Emerald,NA,Chlorostilbon gibsoni,Red-billed Emerald
Red-billed Firefinch,NA,Lagonosticta senegala,Red-billed Firefinch
Red-billed Francolin,0,Pternistis adspersus,Red-billed Francolin
Red-billed Ground-cuckoo,NA,Neomorphus pucheranii,Red-billed Ground-cuckoo
Red-billed Helmet-shrike,35,Prionops caniceps,Red-billed Helmet-shrike
Red-billed Hornbill,4.85,Tockus erythrorhynchus,Red-billed Hornbill
Red-billed Leiothrix,3.425,Leiothrix lutea,Red-billed Leiothrix
Red-billed Malkoha,NA,Zanclostomus javanicus,Red-billed Malkoha
Red-billed Oxpecker,8.5,Buphagus erythrorynchus,Red-billed Oxpecker
Red-billed Parrot,7,Pionus sordidus,Red-billed Parrot
Red-billed Partridge,NA,Arborophila rubrirostris,Red-billed Partridge
Red-billed Pied Tanager,NA,Lamprospiza melanoleuca,Red-billed Pied Tanager
Red-billed Pigeon,13.6,Patagioenas flavirostris,Red-billed Pigeon
Red-billed Pytilia,NA,Pytilia lineata,Red-billed Pytilia
Red-billed Quelea,4,Quelea quelea,Red-billed Quelea
Red-billed Scimitar-babbler,NA,Pomatorhinus ochraceiceps,Red-billed Scimitar-babbler
Red-billed Scythebill,2.75,Campylorhamphus trochilirostris,Red-billed Scythebill
Red-billed Starling,NA,Spodiopsar sericeus,Red-billed Starling
Red-billed Streamertail,2.5,Trochilus polytmus,Red-billed Streamertail
Red-billed Teal,0,Anas erythrorhyncha,Red-billed Teal
Red-billed Toucan,13,Ramphastos tucanus,Red-billed Toucan
Red-billed Toucanet,4.4,Selenidera reinwardtii,Red-billed Toucanet
Red-billed Tropicbird,NA,Phaethon aethereus,Red-billed Tropicbird
Red-billed Tyrannulet,NA,Zimmerius cinereicapilla,Red-billed Tyrannulet
Red-billed Woodcreeper,NA,Hylexetastes perrotii,Red-billed Woodcreeper
Red-breasted Blackbird,0,Leistes militaris,Red-breasted Blackbird
Red-breasted Chat,2.32,Granatellus venustus,Red-breasted Chat
Red-breasted Coua,NA,Coua serriana,Red-breasted Coua
Red-breasted Flycatcher,11.5,Ficedula parva,Red-breasted Flycatcher
Red-breasted Goose,0,Branta ruficollis,Red-breasted Goose
Red-breasted Merganser,0,Mergus serrator,Red-breasted Merganser
Red-breasted Nuthatch,17.875,Sitta canadensis,Red-breasted Nuthatch
Red-breasted Paradise-kingfisher,NA,Tanysiptera nympha,Red-breasted Paradise-kingfisher
Red-breasted Parakeet,9.4,Psittacula alexandri,Red-breasted Parakeet
Red-breasted Pygmy-parrot,5,Micropsitta bruijnii,Red-breasted Pygmy-parrot
Red-breasted Sapsucker,30,Sphyrapicus ruber,Red-breasted Sapsucker
Red-breasted Toucan,9,Ramphastos dicolorus,Red-breasted Toucan
Red-browed Amazon,NA,Amazona rhodocorytha,Red-browed Amazon
Red-browed Finch,6,Neochmia temporalis,Red-browed Finch
Red-browed Pardalote,NA,Pardalotus rubricatus,Red-browed Pardalote
Red-browed Treecreeper,17.5,Climacteris erythrops,Red-browed Treecreeper
Red-brown Myzomela,NA,Myzomela rubrobrunnea,Red-brown Myzomela
Red-capped Cardinal,NA,Paroaria gularis,Red-capped Cardinal
Red-capped Coua,4.75,Coua ruficeps,Red-capped Coua
Red-capped Crombec,5,Sylvietta ruficapilla,Red-capped Crombec
Red-capped Flowerpecker,NA,Dicaeum geelvinkianum,Red-capped Flowerpecker
Red-capped Forest-warbler,NA,Artisornis metopias,Red-capped Forest-warbler
Red-capped Lark,0,Calandrella cinerea,Red-capped Lark
Red-capped Manakin,6,Ceratopipra mentalis,Red-capped Manakin
Red-capped Myzomela,NA,Myzomela lafargei,Red-capped Myzomela
Red-capped Parrot,NA,Purpureicephalus spurius,Red-capped Parrot
Red-capped Plover,0,Charadrius ruficapillus,Red-capped Plover
Red-capped Robin,4.8,Petroica goodenovii,Red-capped Robin
Red-capped Robin-chat,1.9,Cossypha natalensis,Red-capped Robin-chat
Red-cheeked Cordon-bleu,3,Uraeginthus bengalus,Red-cheeked Cordon-bleu
Red-cheeked Parrot,16.5,Geoffroyus geoffroyi,Red-cheeked Parrot
Red-cheeked Wattle-eye,NA,Dyaphorophyia blissetti,Red-cheeked Wattle-eye
Red-chested Buttonquail,0,Turnix pyrrhothorax,Red-chested Buttonquail
Red-chested Cuckoo,NA,Cuculus solitarius,Red-chested Cuckoo
Red-chested Flowerpecker,NA,Dicaeum maugei,Red-chested Flowerpecker
Red-chested Flufftail,0.22999999999999998,Sarothrura rufa,Red-chested Flufftail
Red-chested Goshawk,NA,Accipiter toussenelii,Red-chested Goshawk
Red-chested Owlet,NA,Glaucidium tephronotum,Red-chested Owlet
Red-chested Sunbird,4.5,Cinnyris erythrocercus,Red-chested Sunbird
Red-chested Swallow,NA,Hirundo lucida,Red-chested Swallow
Red-chinned Lorikeet,NA,Charmosyna rubrigularis,Red-chinned Lorikeet
Red-cockaded Woodpecker,16.25,Leuconotopicus borealis,Red-cockaded Woodpecker
Red-collared Lorikeet,NA,Trichoglossus rubritorquis,Red-collared Lorikeet
Red-collared Mountain-babbler,NA,Kupeornis rufocinctus,Red-collared Mountain-babbler
Red-collared Myzomela,4.5,Myzomela rosenbergii,Red-collared Myzomela
Red-collared Widowbird,2.75,Euplectes ardens,Red-collared Widowbird
Red-collared Woodpecker,NA,Picus rabieri,Red-collared Woodpecker
Red-cowled Cardinal,NA,Paroaria dominicana,Red-cowled Cardinal
Red-cowled Widowbird,NA,Euplectes laticauda,Red-cowled Widowbird
Red-crested Bustard,0,Lophotis ruficrista,Red-crested Bustard
Red-crested Cardinal,4.7,Paroaria coronata,Red-crested Cardinal
Red-crested Cotinga,2.8,Ampelion rubrocristatus,Red-crested Cotinga
Red-crested Finch,2.4,Coryphospingus cucullatus,Red-crested Finch
Red-crested Malkoha,3,Dasylophus superciliosus,Red-crested Malkoha
Red-crested Pochard,0,Netta rufina,Red-crested Pochard
Red-crested Turaco,NA,Tauraco erythrolophus,Red-crested Turaco
Red-crested Woodpecker,NA,Hemicircus concretus,Red-crested Woodpecker
Red-crowned Amazon,10.55,Amazona viridigenalis,Red-crowned Amazon
Red-crowned Ant-tanager,6.375,Habia rubica,Red-crowned Ant-tanager
Red-crowned Barbet,3.5,Psilopogon rafflesii,Red-crowned Barbet
Red-crowned Crane,0,Grus japonensis,Red-crowned Crane
Red-crowned Malimbe,19.5,Malimbus coronatus,Red-crowned Malimbe
Red-crowned Parakeet,NA,Cyanoramphus novaezelandiae,Red-crowned Parakeet
Red-crowned Woodpecker,14.5,Melanerpes rubricapillus,Red-crowned Woodpecker
Red-eared Firetail,NA,Stagonopleura oculata,Red-eared Firetail
Red-eared Fruit-dove,5,Ramphiculus fischeri,Red-eared Fruit-dove
Red-eared Parakeet,NA,Pyrrhura hoematotis,Red-eared Parakeet
Red-eared Parrotfinch,NA,Erythrura coloria,Red-eared Parrotfinch
Red-eyed Bulbul,3,Pycnonotus brunneus,Red-eyed Bulbul
Red-eyed Dove,9.3,Streptopelia semitorquata,Red-eyed Dove
Red-eyed Puffback,12,Dryoscopus senegalensis,Red-eyed Puffback
Red-eyed Vireo,9.9,Vireo olivaceus,Red-eyed Vireo
Red-faced Barbet,NA,Lybius rubrifacies,Red-faced Barbet
Red-faced Cisticola,1.25,Cisticola erythrops,Red-faced Cisticola
Red-faced Cormorant,NA,Phalacrocorax urile,Red-faced Cormorant
Red-faced Crimsonwing,5,Cryptospiza reichenovii,Red-faced Crimsonwing
Red-faced Crombec,3,Sylvietta whytii,Red-faced Crombec
Red-faced Fig-parrot,NA,Psittaculirostris cervicalis,Red-faced Fig-parrot
Red-faced Guan,NA,Penelope dabbenei,Red-faced Guan
Red-faced Liocichla,2.1,Liocichla phoenicea,Red-faced Liocichla
Red-faced Malkoha,NA,Phaenicophaeus pyrrhocephalus,Red-faced Malkoha
Red-faced Mousebird,4.3,Urocolius indicus,Red-faced Mousebird
Red-faced Parrot,NA,Hapalopsittaca pyrrhops,Red-faced Parrot
Red-faced Spinetail,11,Cranioleuca erythrops,Red-faced Spinetail
Red-faced Warbler,0,Cardellina rubrifrons,Red-faced Warbler
Red-faced Woodland-warbler,5.5,Phylloscopus laetus,Red-faced Woodland-warbler
Red-fan Parrot,NA,Deroptyus accipitrinus,Red-fan Parrot
Red-flanked Lorikeet,NA,Charmosyna placentis,Red-flanked Lorikeet
Red-footed Booby,5,Sula sula,Red-footed Booby
Red-footed Falcon,NA,Falco vespertinus,Red-footed Falcon
Red-fronted Antpecker,4.25,Parmoptila rubrifrons,Red-fronted Antpecker
Red-fronted Barbet,5,Tricholaema diademata,Red-fronted Barbet
Red-fronted Coot,0,Fulica rufifrons,Red-fronted Coot
Red-fronted Coua,8.5,Coua reynaudii,Red-fronted Coua
Red-fronted Lorikeet,NA,Charmosyna rubronotata,Red-fronted Lorikeet
Red-fronted Macaw,24,Ara rubrogenys,Red-fronted Macaw
Red-fronted Parrot,NA,Poicephalus gulielmi,Red-fronted Parrot
Red-fronted Parrotlet,NA,Touit costaricensis,Red-fronted Parrotlet
Red-fronted Prinia,0.4,Prinia rufifrons,Red-fronted Prinia
Red-fronted Rosefinch,NA,Carpodacus puniceus,Red-fronted Rosefinch
Red-fronted Serin,4.5,Serinus pusillus,Red-fronted Serin
Red-fronted Tinkerbird,4,Pogoniulus pusillus,Red-fronted Tinkerbird
Red-gartered Coot,NA,Fulica armillata,Red-gartered Coot
Red-headed Barbet,1.75,Eubucco bourcierii,Red-headed Barbet
Red-headed Bluebill,NA,Spermophaga ruficapilla,Red-headed Bluebill
Red-headed Bullfinch,NA,Pyrrhula erythrocephala,Red-headed Bullfinch
Red-headed Bunting,NA,Emberiza bruniceps,Red-headed Bunting
Red-headed Bushtit,NA,Aegithalos iredalei,Red-headed Bushtit
Red-headed Falcon,11,Falco chicquera,Red-headed Falcon
Red-headed Finch,NA,Amadina erythrocephala,Red-headed Finch
Red-headed Flameback,NA,Chrysocolaptes erythrocephalus,Red-headed Flameback
Red-headed Fody,6,Foudia eminentissima,Red-headed Fody
Red-headed Lovebird,6,Agapornis pullarius,Red-headed Lovebird
Red-headed Malimbe,28.5,Malimbus rubricollis,Red-headed Malimbe
Red-headed Manakin,4.5,Ceratopipra rubrocapilla,Red-headed Manakin
Red-headed Myzomela,6.5,Myzomela erythrocephala,Red-headed Myzomela
Red-headed Parrotfinch,7,Erythrura cyaneovirens,Red-headed Parrotfinch
Red-headed Quelea,2.25,Quelea erythrops,Red-headed Quelea
Red-headed Tanager,NA,Piranga erythrocephala,Red-headed Tanager
Red-headed Trogon,3.2,Harpactes erythrocephalus,Red-headed Trogon
Red-headed Vulture,17,Sarcogyps calvus,Red-headed Vulture
Red-headed Woodpecker,14.375,Melanerpes erythrocephalus,Red-headed Woodpecker
Red-hooded Tanager,NA,Piranga rubriceps,Red-hooded Tanager
Red-keeled Flowerpecker,NA,Dicaeum australe,Red-keeled Flowerpecker
Red-kneed Dotterel,0,Erythrogonys cinctus,Red-kneed Dotterel
Red-knobbed Coot,NA,Fulica cristata,Red-knobbed Coot
Red-knobbed Imperial-pigeon,NA,Ducula rubricera,Red-knobbed Imperial-pigeon
Red-legged Cormorant,NA,Phalacrocorax gaimardi,Red-legged Cormorant
Red-legged Crake,NA,Rallina fasciata,Red-legged Crake
Red-legged Honeycreeper,9.5,Cyanerpes cyaneus,Red-legged Honeycreeper
Red-legged Kittiwake,NA,Rissa brevirostris,Red-legged Kittiwake
Red-legged Partridge,0.5,Alectoris rufa,Red-legged Partridge
Red-legged Seriema,3,Cariama cristata,Red-legged Seriema
Red-legged Sparrowhawk,35,Accipiter erythropus,Red-legged Sparrowhawk
Red-legged Tinamou,NA,Crypturellus erythropus,Red-legged Tinamou
Red-lored Amazon,9.45,Amazona autumnalis,Red-lored Amazon
Red-lored Whistler,1.375,Pachycephala rufogularis,Red-lored Whistler
Red-mantled Rosefinch,NA,Carpodacus rhodochlamys,Red-mantled Rosefinch
Red-masked Parakeet,7.5,Psittacara erythrogenys,Red-masked Parakeet
Red-moustached Fruit-dove,13,Ptilinopus mercierii,Red-moustached Fruit-dove
Red-naped Bush-shrike,2.25,Laniarius ruficeps,Red-naped Bush-shrike
Red-naped Fruit-dove,NA,Ptilinopus dohertyi,Red-naped Fruit-dove
Red-naped Ibis,NA,Pseudibis papillosa,Red-naped Ibis
Red-naped Sapsucker,12.825,Sphyrapicus nuchalis,Red-naped Sapsucker
Red-naped Trogon,1.7999999999999998,Harpactes kasumba,Red-naped Trogon
Red-necked Amazon,NA,Amazona arausiaca,Red-necked Amazon
Red-necked Avocet,0,Recurvirostra novaehollandiae,Red-necked Avocet
Red-necked Buzzard,25,Buteo auguralis,Red-necked Buzzard
Red-necked Crake,1,Rallina tricolor,Red-necked Crake
Red-necked Falcon,17,Falco ruficollis,Red-necked Falcon
Red-necked Francolin,0,Pternistis afer,Red-necked Francolin
Red-necked Grebe,0,Podiceps grisegena,Red-necked Grebe
Red-necked Nightjar,0,Caprimulgus ruficollis,Red-necked Nightjar
Red-necked Phalarope,0,Phalaropus lobatus,Red-necked Phalarope
Red-necked Stint,NA,Calidris ruficollis,Red-necked Stint
Red-necked Tanager,NA,Tangara cyanocephala,Red-necked Tanager
Red-necked Woodpecker,NA,Campephilus rubricollis,Red-necked Woodpecker
Red-pate Cisticola,0.55,Cisticola ruficeps,Red-pate Cisticola
Red-ruffed Fruitcrow,9,Pyroderus scutatus,Red-ruffed Fruitcrow
Red-rumped Bush-tyrant,NA,Cnemarchus erythropygius,Red-rumped Bush-tyrant
Red-rumped Cacique,NA,Cacicus haemorrhous,Red-rumped Cacique
Red-rumped Parrot,NA,Psephotus haematonotus,Red-rumped Parrot
Red-rumped Swallow,10.5,Cecropis daurica,Red-rumped Swallow
Red-rumped Tinkerbird,NA,Pogoniulus atroflavus,Red-rumped Tinkerbird
Red-rumped Woodpecker,7,Veniliornis kirkii,Red-rumped Woodpecker
Red-shafted Flicker,NA,Colaptes cafer,Red-shafted Flicker
Red-shouldered Blackbird,NA,Agelaius assimilis,Red-shouldered Blackbird
Red-shouldered Cuckoo-shrike,15,Campephaga phoenicea,Red-shouldered Cuckoo-shrike
Red-shouldered Hawk,22.025,Buteo lineatus,Red-shouldered Hawk
Red-shouldered Spinetail,NA,Synallaxis hellmayri,Red-shouldered Spinetail
Red-shouldered Tanager,0,Tachyphonus phoenicius,Red-shouldered Tanager
Red-shouldered Vanga,2.4000000000000004,Calicalicus rufocarpalis,Red-shouldered Vanga
Red-spectacled Amazon,9.75,Amazona pretrei,Red-spectacled Amazon
Red-stained Woodpecker,NA,Veniliornis affinis,Red-stained Woodpecker
Red-tailed Amazon,8.5,Amazona brasiliensis,Red-tailed Amazon
Red-tailed Ant-thrush,6.5,Neocossyphus rufus,Red-tailed Ant-thrush
Red-tailed Black-cockatoo,NA,Calyptorhynchus banksii,Red-tailed Black-cockatoo
Red-tailed Bristlebill,2.75,Bleda syndactylus,Red-tailed Bristlebill
Red-tailed Comet,NA,Sappho sparganurus,Red-tailed Comet
Red-tailed Greenbul,3.2,Criniger calurus,Red-tailed Greenbul
Red-tailed Hawk,NA,Buteo jamaicensis,Red-tailed Hawk
Red-tailed Laughingthrush,NA,Trochalopteron milnei,Red-tailed Laughingthrush
Red-tailed Minla,2.7,Minla ignotincta,Red-tailed Minla
Red-tailed Newtonia,NA,Newtonia fanovanae,Red-tailed Newtonia
Red-tailed Shrike,NA,Lanius phoenicuroides,Red-tailed Shrike
Red-tailed Tropicbird,0,Phaethon rubricauda,Red-tailed Tropicbird
Red-tailed Vanga,NA,Calicalicus madagascariensis,Red-tailed Vanga
Red-tailed Wheatear,NA,Oenanthe chrysopygia,Red-tailed Wheatear
Red-throated Alethe,NA,Chamaetylas poliophrys,Red-throated Alethe
Red-throated Ant-tanager,3.5,Habia fuscicauda,Red-throated Ant-tanager
Red-throated Barbet,6,Psilopogon mystacophanos,Red-throated Barbet
Red-throated Bee-eater,NA,Merops bulocki,Red-throated Bee-eater
Red-throated Caracara,13.8125,Ibycter americanus,Red-throated Caracara
Red-throated Flycatcher,NA,Ficedula albicilla,Red-throated Flycatcher
Red-throated Loon,0,Gavia stellata,Red-throated Loon
Red-throated Lorikeet,NA,Charmosyna amabilis,Red-throated Lorikeet
